NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,TerminoPartida,JogariaNovamente,EstadoEspirito,IDADE,GENERO,CURSO,HORASJOGASEMANA,RESOLUCAO,FREQUENCIA,QUALJAJOGOU,TEMPOQUALJAJOGOU,MOUSEMANETEVR
Player 3,1,3.0,32.0,13.0,8.0,8.0,100,0,10,0,1.0,0.0,Half-Life 2,22.37,,,,,,,,,,,
Player 1,6,3.0,44.0,14.0,25.0,22.0,0,25,0,15,0.0,1.5,Half-Life 2,18.22,,,,,,,,,,,
Player 84,0,,,,,,30,0,20,0,10.0,0.0,Rise of Tomb Raider,10.58,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,35.0,14.0,8.0,9.0,0,100,0,0,0.0,2.5,Half-Life 2,21.21,,,,,,,,,,,
Player 85,0,,,,,,30,35,40,0,20.0,20.0,Rise of Tomb Raider,16.36,NAO,Feliz,,,,,,,,,
Player 1,2,3.0,36.0,15.0,10.0,10.0,75,0,15,0,0.5,0.0,Half-Life 2,20.27,,,,,,,,,,,
Player 3,6,3.0,40.0,15.0,9.0,10.0,25,125,0,5,0.0,2.5,Half-Life 2,19.04,,,,,,,,,,,
Player 1,0,3.0,75.0,19.0,22.0,19.0,125,50,15,25,0.5,0.5,Half-Life 2,22.28,,,,,,,,,,,
Player 1,4,3.0,39.0,15.0,9.0,9.0,0,50,0,5,0.0,2.5,Half-Life 2,20.34,,,,,,,,,,,
Player 3,2,3.0,38.0,15.0,8.0,9.0,100,50,20,5,1.5,1.5,Half-Life 2,17.45,,,,,,,,,,,
Player 3,2,3.0,39.0,16.0,9.0,9.0,100,0,15,0,0.5,0.0,Half-Life 2,15.10,,,,,,,,,,,
Player 3,2,3.0,37.0,18.0,8.0,9.0,50,50,15,10,0.0,3.0,Half-Life 2,15.48,,,,,,,,,,,
Player 5,1,3.0,77.0,36.0,29.0,25.0,150,25,15,0,2.5,2.5,Half-Life 2,17.42,,,,,,,,,,,
Player 1,4,3.0,39.0,16.0,9.0,9.0,50,125,15,25,1.0,1.0,Half-Life 2,15.14,,,,,,,,,,,
Player 44,6,,,,,,10,10,0,10,0.0,0.0,Rise of Tomb Raider,14.2,SIM,Indiferente,,,,,,,,,
Player 1,4,3.0,37.0,15.0,9.0,9.0,50,0,25,0,1.5,0.0,Half-Life 2,19.35,,,,,,,,,,,
Player 5,0,,,,,,40,40,25,0,0.0,10.0,Rise of Tomb Raider,15.2,NAO,Indiferente,,,,,,,,,
Player 3,4,3.0,46.0,22.0,9.0,9.0,100,75,0,20,0.0,0.5,Half-Life 2,13.13,,,,,,,,,,,
Player 3,1,3.0,38.0,16.0,9.0,9.0,125,125,20,20,2.0,2.0,Half-Life 2,18.00,,,,,,,,,,,
Player 1,5,3.0,38.0,13.0,9.0,9.0,25,50,25,20,2.0,2.0,Half-Life 2,14.23,,,,,,,,,,,
Player 83,2,,,,,,20,2,15,10,1.5,1.5,Rise of Tomb Raider,19.49,NAO,Feliz,,,,,,,,,
Player 5,3,3.0,49.0,15.0,33.0,28.0,0,150,0,10,0.0,0.0,Half-Life 2,20.02,,,,,,,,,,,
Player 1,0,,,,,,0,30,0,5,0.0,2.5,Spelunky,17.17,NAO,Indiferente,,,,,,,,,
Player 5,3,3.0,35.0,14.0,9.0,9.0,100,125,5,5,2.5,2.5,Half-Life 2,15.44,,,,,,,,,,,
Player 60,4,3.0,27.0,17.0,21.0,15.0,25,25,25,15,0.0,2.0,FEAR,16.8,SIM,Indiferente,21.0,M,Sistemas de Informação,8.0,1080p,75.0,Nenhum,0.0,Mouse e Manete e Celular
Player 1,5,4.0,7.0,13.0,9.0,9.0,0,125,0,5,0.0,1.5,Spelunky,10.05,,,,,,,,,,,
Player 44,6,,,,,,0,2,0,15,0.0,2.0,Rise of Tomb Raider,13.39,SIM,Indiferente,,,,,,,,,
Player 45,3,4.0,32.0,14.0,8.0,9.0,75,25,25,0,2.0,2.0,Half-Life 2,12.4,SIM,Feliz,19.0,M,Matemática,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 3,3,3.0,38.0,15.0,9.0,9.0,50,25,25,5,2.5,2.5,Half-Life 2,16.58,,,,,,,,,,,
Player 3,3,3.0,23.0,20.0,17.0,13.0,0,50,0,10,0.0,1.5,FEAR,15.14,,,,,,,,,,,
Player 1,5,3.0,18.0,13.0,6.0,7.0,0,50,0,5,0.0,0.0,Spelunky,16.13,,,,,,,,,,,
Player 5,2,3.0,37.0,15.0,9.0,9.0,125,75,0,0,3.0,3.0,Half-Life 2,17.18,,,,,,,,,,,
Player 3,4,3.0,35.0,14.0,8.0,9.0,25,25,20,10,1.0,1.0,Half-Life 2,19.08,,,,,,,,,,,
Player 5,2,3.0,41.0,15.0,11.0,10.0,0,75,0,15,0.0,1.5,Half-Life 2,17.03,,,,,,,,,,,
Player 1,2,3.0,78.0,58.0,9.0,9.0,75,0,15,0,1.0,0.0,Half-Life 2,14.02,,,,,,,,,,,
Player 1,4,3.0,76.0,34.0,23.0,21.0,0,50,0,20,0.0,3.0,Half-Life 2,16.37,,,,,,,,,,,
Player 1,4,3.0,73.0,79.0,9.0,9.0,125,0,15,0,2.5,0.0,Spelunky,16.19,,,,,,,,,,,
Player 5,5,3.0,49.0,14.0,28.0,23.0,50,0,20,0,2.0,0.0,Half-Life 2,17.43,,,,,,,,,,,
Player 1,6,4.0,51.0,32.0,9.0,9.0,150,100,25,10,0.0,0.0,Spelunky,15.26,,,,,,,,,,,
Player 3,4,3.0,40.0,15.0,9.0,9.0,100,0,0,0,1.0,0.0,Half-Life 2,15.07,,,,,,,,,,,
Player 1,1,3.0,62.0,20.0,23.0,20.0,0,125,0,5,0.0,0.5,Half-Life 2,19.09,,,,,,,,,,,
Player 5,2,3.0,35.0,14.0,8.0,8.0,100,0,20,0,2.0,0.0,Half-Life 2,17.01,,,,,,,,,,,
Player 1,6,,,,,,15,0,0,0,3.0,0.0,Spelunky,17.27,SIM,Indiferente,,,,,,,,,
Player 1,1,,,,,,20,0,10,0,3.0,0.0,Spelunky,17.01,NAO,Indiferente,,,,,,,,,
Player 1,3,3.0,38.0,16.0,9.0,9.0,0,150,0,0,0.0,3.0,Spelunky,18.16,,,,,,,,,,,
Player 74,5,,,,,,0,25,0,0,0.0,10.0,Rise of Tomb Raider,16.57,SIM,Indiferente,,,,,,,,,
Player 78,5,4.0,26.0,17.0,21.0,15.0,125,50,20,20,0.5,0.5,FEAR,17.4,SIM,Feliz,19.0,M,Engenharia Elétrica,4.0,1080p,60.0,Nenhum,0.0,Mouse
Player 81,4,,,,,,20,10,0,0,0.0,0.0,Spelunky,11.38,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,36.0,14.0,9.0,9.0,0,50,0,25,0.0,1.5,Half-Life 2,15.05,,,,,,,,,,,
Player 3,4,3.0,35.0,16.0,9.0,10.0,100,50,10,5,0.0,0.0,Half-Life 2,15.24,,,,,,,,,,,
Player 1,3,3.0,36.0,15.0,9.0,9.0,100,100,0,5,0.5,0.5,Half-Life 2,19.50,,,,,,,,,,,
Player 44,0,,,,,,35,35,40,40,0.0,20.0,Spelunky,22.14,NAO,Indiferente,,,,,,,,,
Player 44,1,,,,,,0,20,0,5,0.0,2.0,Rise of Tomb Raider,13.54,NAO,Indiferente,,,,,,,,,
Player 3,4,3.0,27.0,16.0,18.0,13.0,50,0,25,0,1.5,0.0,FEAR,21.37,,,,,,,,,,,
Player 1,1,3.0,79.0,20.0,21.0,19.0,0,150,0,25,0.0,1.0,Half-Life 2,22.35,,,,,,,,,,,
Player 3,6,3.0,35.0,18.0,7.0,8.0,25,0,0,0,0.0,0.0,Half-Life 2,15.47,,,,,,,,,,,
Player 3,5,3.0,48.0,15.0,8.0,9.0,0,0,0,0,2.0,0.0,Half-Life 2,19.19,,,,,,,,,,,
Player 1,0,3.0,44.0,14.0,26.0,23.0,150,0,20,0,3.0,0.0,Half-Life 2,19.40,,,,,,,,,,,
Player 3,0,3.0,36.0,14.0,10.0,10.0,0,150,0,10,0.0,1.0,Half-Life 2,18.51,,,,,,,,,,,
Player 3,4,3.0,36.0,15.0,9.0,9.0,50,0,20,0,2.5,0.0,Half-Life 2,18.32,,,,,,,,,,,
Player 12,5,4.0,25.0,13.0,10.0,10.0,50,100,10,20,0.0,1.5,Half-Life 2,15.6,SIM,Feliz,29.0,F,Mestrado Ciências da Computação,0.0,-1080p,60.0,Nenhum,0.0,Nenhum
Player 5,4,,,,,,2,25,15,0,0.0,0.0,Rise of Tomb Raider,14.2,SIM,Indiferente,,,,,,,,,
Player 81,1,,,,,,30,30,15,0,5.0,5.0,Spelunky,11.47,NAO,Indiferente,,,,,,,,,
Player 74,1,,,,,,40,0,40,0,10.0,0.0,Rise of Tomb Raider,13.57,NAO,Indiferente,,,,,,,,,
Player 3,1,3.0,25.0,13.0,7.0,8.0,100,0,20,0,1.5,0.0,Half-Life 2,18.40,,,,,,,,,,,
Player 3,0,3.0,70.0,18.0,23.0,21.0,0,125,0,5,0.0,1.0,Half-Life 2,19.29,,,,,,,,,,,
Player 1,5,3.0,73.0,45.0,22.0,19.0,100,25,5,5,0.0,0.0,Half-Life 2,17.33,,,,,,,,,,,
Player 1,2,3.0,25.0,13.0,9.0,9.0,100,150,20,20,3.0,3.0,Spelunky,16.11,,,,,,,,,,,
Player 5,3,3.0,38.0,15.0,9.0,9.0,0,25,0,10,0.0,3.0,Half-Life 2,15.47,,,,,,,,,,,
Player 1,0,,,,,,30,10,10,5,1.5,1.5,Rise of Tomb Raider,21.08,NAO,Indiferente,,,,,,,,,
Player 3,4,3.0,39.0,14.0,9.0,9.0,0,50,0,0,0.0,1.5,Half-Life 2,15.13,,,,,,,,,,,
Player 1,6,3.0,27.0,14.0,8.0,8.0,0,25,0,15,0.0,2.0,Spelunky,13.36,,,,,,,,,,,
Player 1,2,3.0,35.0,14.0,9.0,9.0,100,100,5,20,3.0,3.0,Half-Life 2,15.55,,,,,,,,,,,
Player 3,2,3.0,38.0,16.0,9.0,9.0,50,0,20,0,2.5,0.0,Half-Life 2,15.11,,,,,,,,,,,
Player 74,0,,,,,,0,40,0,30,0.0,10.0,Rise of Tomb Raider,17.1,NAO,Indiferente,,,,,,,,,
Player 5,2,3.0,34.0,14.0,8.0,8.0,0,25,0,20,0.0,2.5,Half-Life 2,16.56,,,,,,,,,,,
Player 1,6,,,,,,20,10,0,5,2.5,2.5,Spelunky,17.29,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,70.0,37.0,22.0,19.0,0,0,0,0,0.0,0.0,Half-Life 2,18.11,,,,,,,,,,,
Player 81,3,,,,,,20,0,20,0,5.0,0.0,Spelunky,11.4,NAO,Indiferente,,,,,,,,,
Player 3,0,3.0,37.0,14.0,8.0,8.0,150,150,10,0,0.0,0.5,Half-Life 2,18.49,,,,,,,,,,,
Player 3,3,3.0,68.0,18.0,8.0,8.0,0,125,0,0,0.0,1.5,Half-Life 2,20.01,,,,,,,,,,,
Player 38,6,3.0,38.0,15.0,9.0,9.0,0,150,0,5,0.0,2.5,Half-Life 2,14.4,SIM,Feliz,18.0,F,Ensino Médio,0.0,1080p,60.0,Nenhum,0.0,Mouse
Player 81,6,,,,,,0,10,0,0,0.0,10.0,Spelunky,11.29,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,30.0,12.0,9.0,9.0,100,50,0,5,0.0,0.0,Spelunky,18.04,,,,,,,,,,,
Player 3,4,3.0,49.0,15.0,37.0,32.0,75,125,25,0,2.5,2.5,Half-Life 2,17.18,,,,,,,,,,,
Player 63,3,3.0,26.0,15.0,10.0,10.0,25,125,10,15,0.0,0.0,Half-Life 2,15.0,NAO,Indiferente,61.0,M,Ensino Médio,0.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 5,3,3.0,49.0,15.0,35.0,29.0,0,50,0,15,0.0,0.5,Half-Life 2,19.52,,,,,,,,,,,
Player 74,3,,,,,,15,30,10,10,0.0,0.0,Rise of Tomb Raider,16.42,NAO,Indiferente,,,,,,,,,
Player 1,5,3.0,27.0,15.0,8.0,8.0,25,0,20,0,1.0,0.0,Spelunky,18.33,,,,,,,,,,,
Player 84,0,,,,,,0,25,0,12,0.0,10.0,Rise of Tomb Raider,11.0,NAO,Indiferente,,,,,,,,,
Player 1,0,3.0,79.0,34.0,21.0,18.0,150,0,5,0,1.0,0.0,Half-Life 2,16.38,,,,,,,,,,,
Player 84,4,,,,,,2,20,10,15,3.0,3.0,Rise of Tomb Raider,11.09,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,39.0,14.0,9.0,10.0,25,125,10,20,2.0,2.0,Half-Life 2,17.15,,,,,,,,,,,
Player 81,1,,,,,,25,25,25,15,10.0,10.0,Spelunky,11.54,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,37.0,16.0,8.0,9.0,0,75,0,20,0.0,1.5,Half-Life 2,15.09,,,,,,,,,,,
Player 1,5,3.0,58.0,16.0,25.0,22.0,50,0,20,0,2.0,0.0,Half-Life 2,18.41,,,,,,,,,,,
Player 37,5,4.0,38.0,14.0,10.0,10.0,0,25,0,5,0.0,2.0,Half-Life 2,10.3,SIM,Indiferente,53.0,F,Farmácia,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 5,0,,,,,,30,30,15,12,3.0,3.0,Rise of Tomb Raider,14.23,NAO,Indiferente,,,,,,,,,
Player 1,5,3.0,38.0,15.0,9.0,10.0,50,0,15,0,2.5,0.0,Half-Life 2,16.39,,,,,,,,,,,
Player 1,6,3.0,28.0,15.0,8.0,8.0,50,25,15,0,2.0,2.0,Spelunky,14.23,,,,,,,,,,,
Player 3,5,3.0,37.0,15.0,9.0,9.0,125,0,0,0,0.0,0.0,Half-Life 2,17.58,,,,,,,,,,,
Player 3,4,3.0,37.0,14.0,9.0,9.0,0,25,0,25,0.0,1.0,Half-Life 2,18.57,,,,,,,,,,,
Player 17,6,4.0,25.0,14.0,8.0,8.0,50,0,0,0,1.0,0.0,Spelunky,,SIM,Indiferente,21.0,M,Sistemas de Informação,8.0,1080p,60.0,Half-Life 2,-1.0,Mouse
Player 3,3,3.0,80.0,27.0,7.0,8.0,75,100,0,10,1.0,1.0,Half-Life 2,16.31,,,,,,,,,,,
Player 3,5,3.0,75.0,29.0,9.0,9.0,50,100,0,0,2.0,2.0,Half-Life 2,17.10,,,,,,,,,,,
Player 74,0,,,,,,30,0,10,0,2.5,0.0,Rise of Tomb Raider,16.47,NAO,Indiferente,,,,,,,,,
Player 5,4,3.0,57.0,17.0,33.0,28.0,50,125,15,0,0.5,0.5,Half-Life 2,13.30,,,,,,,,,,,
Player 3,2,3.0,32.0,14.0,8.0,9.0,0,100,0,25,0.0,1.5,Half-Life 2,15.04,,,,,,,,,,,
Player 74,6,,,,,,0,0,0,0,20.0,0.0,Rise of Tomb Raider,16.41,SIM,Indiferente,,,,,,,,,
Player 5,4,4.0,59.0,18.0,33.0,29.0,25,0,25,0,2.5,0.0,Half-Life 2,13.37,,,,,,,,,,,
Player 3,1,3.0,33.0,14.0,10.0,10.0,125,0,20,0,3.0,0.0,Half-Life 2,19.17,,,,,,,,,,,
Player 1,2,3.0,42.0,14.0,27.0,23.0,100,0,15,0,2.0,0.0,Half-Life 2,17.55,,,,,,,,,,,
Player 39,5,3.0,38.0,15.0,10.0,10.0,0,125,0,25,0.0,0.0,Half-Life 2,15.8,SIM,Indiferente,22.0,F,Engenharia de Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 6,3,3.0,45.0,14.0,31.0,27.0,100,125,25,10,0.0,2.5,Half-Life 2,09.53,,,,,,,,,,,
Player 3,4,3.0,37.0,16.0,8.0,9.0,0,75,0,15,0.0,0.5,Half-Life 2,15.23,,,,,,,,,,,
Player 3,1,3.0,34.0,19.0,8.0,8.0,100,0,5,0,3.0,0.0,Half-Life 2,16.22,,,,,,,,,,,
Player 1,4,4.0,59.0,14.0,30.0,25.0,50,0,0,0,2.0,0.0,Half-Life 2,17.21,,,,,,,,,,,
Player 1,1,3.0,40.0,15.0,9.0,9.0,100,0,5,0,1.5,0.0,Half-Life 2,20.37,,,,,,,,,,,
Player 5,0,,,,,,0,30,0,15,0.0,5.0,Rise of Tomb Raider,14.57,NAO,Indiferente,,,,,,,,,
Player 3,3,3.0,36.0,14.0,9.0,9.0,0,50,0,20,0.0,1.5,Half-Life 2,18.29,,,,,,,,,,,
Player 1,4,3.0,46.0,14.0,25.0,22.0,75,150,10,0,2.5,2.5,Half-Life 2,18.11,,,,,,,,,,,
Player 1,5,3.0,26.0,15.0,7.0,8.0,150,0,15,0,0.0,0.0,Spelunky,18.39,,,,,,,,,,,
Player 74,0,,,,,,40,0,40,0,10.0,0.0,Rise of Tomb Raider,17.0,NAO,Indiferente,,,,,,,,,
Player 1,5,,,,,,0,10,0,0,0.0,3.0,Rise of Tomb Raider,21.17,SIM,Indiferente,,,,,,,,,
Player 3,2,3.0,39.0,15.0,9.0,10.0,75,0,25,0,0.5,0.0,Half-Life 2,18.51,,,,,,,,,,,
Player 74,5,,,,,,20,30,0,0,3.0,3.0,Rise of Tomb Raider,14.52,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,57.0,56.0,9.0,9.0,0,50,0,25,0.0,1.0,Spelunky,14.55,,,,,,,,,,,
Player 1,1,3.0,36.0,15.0,8.0,9.0,150,50,15,20,3.0,3.0,Half-Life 2,16.49,,,,,,,,,,,
Player 44,0,,,,,,30,2,5,15,2.0,2.0,Rise of Tomb Raider,14.55,NAO,Indiferente,,,,,,,,,
Player 1,2,3.0,68.0,17.0,23.0,20.0,75,0,10,0,3.0,0.0,Half-Life 2,21.58,,,,,,,,,,,
Player 58,4,3.0,36.0,14.0,10.0,10.0,75,0,20,0,2.0,0.0,Half-Life 2,14.6,SIM,Feliz,19.0,F,Engenharia Ambiental,8.0,1080p,60.0,Nenhum,0.0,Mouse
Player 39,2,4.0,22.0,16.0,17.0,13.0,0,150,0,10,0.0,0.5,FEAR,15.4,NAO,Indiferente,22.0,F,Engenharia de Computação,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 74,6,,,,,,0,0,0,0,10.0,0.0,Rise of Tomb Raider,13.16,SIM,Indiferente,,,,,,,,,
Player 41,5,3.0,23.0,16.0,18.0,13.0,50,100,5,5,1.5,1.5,FEAR,15.8,SIM,Indiferente,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 1,4,3.0,8.0,12.0,9.0,9.0,25,0,20,0,2.0,0.0,Spelunky,11.09,,,,,,,,,,,
Player 1,6,3.0,62.0,14.0,29.0,25.0,50,125,10,10,2.5,2.5,Half-Life 2,17.24,,,,,,,,,,,
Player 3,4,3.0,31.0,13.0,8.0,9.0,0,50,0,20,0.0,2.0,Half-Life 2,18.32,,,,,,,,,,,
Player 1,5,,,,,,15,15,10,15,2.0,2.0,Spelunky,18.55,SIM,Indiferente,,,,,,,,,
Player 1,6,3.0,35.0,15.0,9.0,9.0,75,125,10,25,0.0,0.0,Half-Life 2,14.23,,,,,,,,,,,
Player 1,5,3.0,52.0,57.0,9.0,9.0,0,50,0,25,0.0,2.5,Spelunky,12.21,,,,,,,,,,,
Player 74,5,,,,,,40,35,0,0,10.0,10.0,Rise of Tomb Raider,16.5,SIM,Indiferente,,,,,,,,,
Player 5,1,3.0,36.0,14.0,8.0,8.0,150,100,15,15,1.0,1.0,Half-Life 2,16.57,,,,,,,,,,,
Player 1,5,3.0,74.0,19.0,22.0,20.0,0,50,0,15,0.0,0.5,Half-Life 2,22.25,,,,,,,,,,,
Player 74,5,,,,,,0,35,0,0,0.0,10.0,Rise of Tomb Raider,14.18,SIM,Indiferente,,,,,,,,,
Player 3,4,3.0,39.0,14.0,8.0,9.0,25,150,20,20,3.0,3.0,Half-Life 2,15.12,,,,,,,,,,,
Player 1,4,3.0,26.0,13.0,8.0,8.0,75,0,0,0,3.0,0.0,Spelunky,16.49,,,,,,,,,,,
Player 3,1,3.0,38.0,15.0,9.0,9.0,125,50,10,25,2.5,2.5,Half-Life 2,15.08,,,,,,,,,,,
Player 68,4,3.0,12.0,18.0,11.0,10.0,25,100,10,10,2.0,2.0,FEAR,19.0,SIM,Indiferente,20.0,M,Ciências da Computação,2.0,-1080p,60.0,Nenhum,0.0,Nenhum
Player 51,5,4.0,30.0,13.0,8.0,9.0,25,75,15,0,2.5,2.5,Half-Life 2,10.9,SIM,Feliz,22.0,M,Engenharia Metalúrgica,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete e Celular
Player 44,6,,,,,,0,2,0,5,0.0,0.0,Rise of Tomb Raider,13.29,SIM,Indiferente,,,,,,,,,
Player 5,2,3.0,35.0,15.0,8.0,8.0,150,50,5,20,3.0,3.0,Half-Life 2,17.15,,,,,,,,,,,
Player 27,6,4.0,14.0,15.0,9.0,9.0,100,0,5,0,2.0,0.0,FEAR,10.4,SIM,Feliz,29.0,F,Engenharia Civil,8.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 1,2,3.0,40.0,14.0,8.0,9.0,0,100,0,15,0.0,0.5,Half-Life 2,21.25,,,,,,,,,,,
Player 5,3,3.0,46.0,15.0,28.0,25.0,75,0,15,0,1.0,0.0,Half-Life 2,19.59,,,,,,,,,,,
Player 1,4,3.0,80.0,22.0,22.0,19.0,50,0,10,0,2.5,0.0,Half-Life 2,22.47,,,,,,,,,,,
Player 25,6,4.0,28.0,18.0,20.0,14.0,100,0,20,0,2.5,0.0,FEAR,,SIM,Feliz,18.0,F,Ciências da Computação,1.0,1080p,60.0,Nenhum,0.0,Mouse e Manete
Player 74,4,,,,,,0,0,0,0,0.0,20.0,Rise of Tomb Raider,16.19,SIM,Indiferente,,,,,,,,,
Player 41,4,4.0,26.0,14.0,9.0,9.0,0,150,0,20,0.0,2.5,Spelunky,15.6,SIM,Indiferente,18.0,M,Ensino Médio,5.0,1080p,60.0,Spelunky,8.0,Mouse e Manete
Player 5,4,,,,,,2,40,25,0,10.0,10.0,Rise of Tomb Raider,15.29,SIM,Indiferente,,,,,,,,,
Player 3,0,3.0,36.0,15.0,9.0,9.0,125,50,25,5,0.0,2.0,Half-Life 2,,NAO,Indiferente,29.0,M,Doutorado Física,8.0,1080p,144.0,Nenhum,0.0,Mouse
Player 1,5,3.0,78.0,37.0,22.0,19.0,50,0,25,0,1.0,0.0,Half-Life 2,18.33,,,,,,,,,,,
Player 3,4,3.0,28.0,14.0,8.0,8.0,25,100,15,20,1.5,1.5,Half-Life 2,20.04,,,,,,,,,,,
Player 3,4,3.0,40.0,14.0,9.0,9.0,0,50,0,5,0.0,0.5,Half-Life 2,15.00,,,,,,,,,,,
Player 74,0,,,,,,30,0,30,0,10.0,0.0,Rise of Tomb Raider,13.56,NAO,Indiferente,,,,,,,,,
Player 3,4,3.0,38.0,15.0,8.0,9.0,50,0,20,0,2.0,0.0,Half-Life 2,17.44,,,,,,,,,,,
Player 44,0,,,,,,0,35,0,40,0.0,20.0,Rise of Tomb Raider,19.22,NAO,Indiferente,,,,,,,,,
Player 79,3,4.0,24.0,14.0,12.0,12.0,0,50,0,25,0.0,3.0,Half-Life 2,17.7,SIM,Feliz,19.0,M,Sistemas de Informação,-1.0,-1080p,60.0,Nenhum,0.0,Mouse
Player 1,6,3.0,80.0,45.0,22.0,19.0,0,75,0,0,0.0,3.0,Half-Life 2,17.27,,,,,,,,,,,
Player 1,2,3.0,31.0,12.0,9.0,9.0,100,50,20,20,1.5,1.5,Spelunky,18.21,,,,,,,,,,,
Player 1,4,3.0,38.0,15.0,9.0,10.0,50,0,15,0,2.5,0.0,Half-Life 2,19.48,,,,,,,,,,,
Player 1,4,3.0,51.0,56.0,9.0,9.0,125,0,0,0,2.5,0.0,Spelunky,12.18,,,,,,,,,,,
Player 4,5,3.0,47.0,14.0,28.0,23.0,100,0,0,0,3.0,0.0,Half-Life 2,17.34,,,,,,,,,,,
Player 3,6,3.0,28.0,18.0,21.0,15.0,0,0,0,0,3.0,0.0,FEAR,18.10,,,,,,,,,,,
Player 3,1,3.0,35.0,16.0,8.0,9.0,100,150,10,20,2.5,2.5,Half-Life 2,14.49,,,,,,,,,,,
Player 74,2,,,,,,0,15,0,15,0.0,10.0,Rise of Tomb Raider,14.4,SIM,Indiferente,,,,,,,,,
Player 1,3,3.0,55.0,16.0,24.0,21.0,0,100,0,15,0.0,0.5,Half-Life 2,18.37,,,,,,,,,,,
Player 1,4,3.0,31.0,18.0,27.0,18.0,50,100,15,5,1.0,1.0,FEAR,18.28,,,,,,,,,,,
Player 74,5,,,,,,10,15,20,10,0.0,3.0,Rise of Tomb Raider,16.52,SIM,Indiferente,,,,,,,,,
Player 81,5,,,,,,15,30,0,15,0.0,4.0,Spelunky,12.12,SIM,Indiferente,,,,,,,,,
Player 1,3,3.0,40.0,15.0,25.0,23.0,75,150,15,10,1.0,1.0,Half-Life 2,18.05,,,,,,,,,,,
Player 1,6,,,,,,0,30,0,0,0.0,1.5,Rise of Tomb Raider,21.06,SIM,Indiferente,,,,,,,,,
Player 74,5,,,,,,15,2,12,15,0.0,0.0,Rise of Tomb Raider,16.1,SIM,Indiferente,,,,,,,,,
Player 74,4,,,,,,0,2,0,25,0.0,10.0,Rise of Tomb Raider,14.4,SIM,Indiferente,,,,,,,,,
Player 5,3,3.0,63.0,27.0,27.0,24.0,25,0,10,0,0.5,0.0,Half-Life 2,18.21,,,,,,,,,,,
Player 1,1,3.0,37.0,16.0,9.0,9.0,100,75,20,15,2.5,2.5,Half-Life 2,17.54,,,,,,,,,,,
Player 1,3,3.0,20.0,15.0,14.0,12.0,75,75,25,25,1.5,1.5,FEAR,13.58,,,,,,,,,,,
Player 44,6,,,,,,35,0,0,0,10.0,0.0,Rise of Tomb Raider,22.39,SIM,Indiferente,,,,,,,,,
Player 3,0,3.0,38.0,14.0,9.0,9.0,100,50,25,15,0.5,0.5,Half-Life 2,18.36,,,,,,,,,,,
Player 3,4,3.0,37.0,15.0,9.0,10.0,0,50,0,5,0.0,1.0,Half-Life 2,17.19,,,,,,,,,,,
Player 1,6,,,,,,15,0,0,0,2.0,0.0,Rise of Tomb Raider,19.49,SIM,Indiferente,,,,,,,,,
Player 1,5,3.0,28.0,14.0,7.0,8.0,150,75,10,0,0.0,0.0,Spelunky,16.28,,,,,,,,,,,
Player 3,3,3.0,30.0,16.0,8.0,9.0,0,50,0,5,0.0,2.5,Half-Life 2,15.52,,,,,,,,,,,
Player 1,4,3.0,24.0,15.0,7.0,8.0,50,0,10,0,2.5,0.0,Spelunky,19.22,,,,,,,,,,,
Player 22,4,4.0,24.0,14.0,8.0,8.0,25,100,5,25,2.0,2.0,Spelunky,,SIM,Feliz,21.0,F,Ciências Biológicas,-1.0,1080p,60.0,Nenhum,0.0,Mouse
Player 3,5,3.0,35.0,16.0,9.0,9.0,0,50,0,20,0.0,1.0,Spelunky,17.06,,,,,,,,,,,
Player 1,0,,,,,,0,50,0,10,0.0,1.5,Spelunky,17.15,NAO,Indiferente,,,,,,,,,
Player 1,5,3.0,79.0,58.0,8.0,9.0,75,0,20,0,1.5,0.0,Half-Life 2,14.29,,,,,,,,,,,
Player 3,4,3.0,35.0,19.0,9.0,9.0,100,50,0,20,2.5,2.5,Half-Life 2,15.39,,,,,,,,,,,
Player 44,0,,,,,,0,40,0,40,0.0,20.0,Rise of Tomb Raider,21.29,NAO,Indiferente,,,,,,,,,
Player 74,6,,,,,,0,40,0,0,0.0,20.0,Rise of Tomb Raider,17.5,SIM,Indiferente,,,,,,,,,
